value_gradient	markovian	na	1	0
value_gradient	markovian	na	1	1
value_gradient	markovian	na	1	2
value_gradient	markovian	na	1	3
value_gradient	markovian	na	1	4
value_gradient	raw_history	na	0.1	0
value_gradient	raw_history	na	0.1	1
value_gradient	raw_history	na	0.1	2
value_gradient	raw_history	na	0.1	3
value_gradient	raw_history	na	0.1	4
value_gradient	signature	na	1	0
value_gradient	signature	na	1	1
value_gradient	signature	na	1	2
value_gradient	signature	na	1	3
value_gradient	signature	na	1	4
policy_gradient	markovian	30	na	0
policy_gradient	markovian	30	na	1
policy_gradient	markovian	30	na	2
policy_gradient	markovian	30	na	3
policy_gradient	markovian	30	na	4
policy_gradient	raw_history	3	na	0
policy_gradient	raw_history	3	na	1
policy_gradient	raw_history	3	na	2
policy_gradient	raw_history	3	na	3
policy_gradient	raw_history	3	na	4
policy_gradient	signature	3	na	0
policy_gradient	signature	3	na	1
policy_gradient	signature	3	na	2
policy_gradient	signature	3	na	3
policy_gradient	signature	3	na	4
actor_critic	markovian	10	1	0
actor_critic	markovian	10	1	1
actor_critic	markovian	10	1	2
actor_critic	markovian	10	1	3
actor_critic	markovian	10	1	4
actor_critic	raw_history	1	0.01	0
actor_critic	raw_history	1	0.01	1
actor_critic	raw_history	1	0.01	2
actor_critic	raw_history	1	0.01	3
actor_critic	raw_history	1	0.01	4
actor_critic	signature	10	0.01	0
actor_critic	signature	10	0.01	1
actor_critic	signature	10	0.01	2
actor_critic	signature	10	0.01	3
actor_critic	signature	10	0.01	4
oracle	markovian	na	na	0
