value_gradient	markovian	na	0.1	0
value_gradient	markovian	na	0.1	1
value_gradient	markovian	na	0.1	2
value_gradient	markovian	na	0.1	3
value_gradient	markovian	na	0.1	4
value_gradient	markovian	na	0.1	5
value_gradient	markovian	na	0.1	6
value_gradient	markovian	na	0.1	7
value_gradient	markovian	na	0.1	8
value_gradient	markovian	na	0.1	9
value_gradient	raw_history	na	0.03	0
value_gradient	raw_history	na	0.03	1
value_gradient	raw_history	na	0.03	2
value_gradient	raw_history	na	0.03	3
value_gradient	raw_history	na	0.03	4
value_gradient	raw_history	na	0.03	5
value_gradient	raw_history	na	0.03	6
value_gradient	raw_history	na	0.03	7
value_gradient	raw_history	na	0.03	8
value_gradient	raw_history	na	0.03	9
value_gradient	signature	na	0.03	0
value_gradient	signature	na	0.03	1
value_gradient	signature	na	0.03	2
value_gradient	signature	na	0.03	3
value_gradient	signature	na	0.03	4
value_gradient	signature	na	0.03	5
value_gradient	signature	na	0.03	6
value_gradient	signature	na	0.03	7
value_gradient	signature	na	0.03	8
value_gradient	signature	na	0.03	9
policy_gradient	markovian	0.1	na	0
policy_gradient	markovian	0.1	na	1
policy_gradient	markovian	0.1	na	2
policy_gradient	markovian	0.1	na	3
policy_gradient	markovian	0.1	na	4
policy_gradient	markovian	0.1	na	5
policy_gradient	markovian	0.1	na	6
policy_gradient	markovian	0.1	na	7
policy_gradient	markovian	0.1	na	8
policy_gradient	markovian	0.1	na	9
policy_gradient	raw_history	0.01	na	0
policy_gradient	raw_history	0.01	na	1
policy_gradient	raw_history	0.01	na	2
policy_gradient	raw_history	0.01	na	3
policy_gradient	raw_history	0.01	na	4
policy_gradient	raw_history	0.01	na	5
policy_gradient	raw_history	0.01	na	6
policy_gradient	raw_history	0.01	na	7
policy_gradient	raw_history	0.01	na	8
policy_gradient	raw_history	0.01	na	9
policy_gradient	signature	1	na	0
policy_gradient	signature	1	na	1
policy_gradient	signature	1	na	2
policy_gradient	signature	1	na	3
policy_gradient	signature	1	na	4
policy_gradient	signature	1	na	5
policy_gradient	signature	1	na	6
policy_gradient	signature	1	na	7
policy_gradient	signature	1	na	8
policy_gradient	signature	1	na	9
actor_critic	markovian	0.3	0.01	0
actor_critic	markovian	0.3	0.01	1
actor_critic	markovian	0.3	0.01	2
actor_critic	markovian	0.3	0.01	3
actor_critic	markovian	0.3	0.01	4
actor_critic	markovian	0.3	0.01	5
actor_critic	markovian	0.3	0.01	6
actor_critic	markovian	0.3	0.01	7
actor_critic	markovian	0.3	0.01	8
actor_critic	markovian	0.3	0.01	9
actor_critic	raw_history	0.3	1	0
actor_critic	raw_history	0.3	1	1
actor_critic	raw_history	0.3	1	2
actor_critic	raw_history	0.3	1	3
actor_critic	raw_history	0.3	1	4
actor_critic	raw_history	0.3	1	5
actor_critic	raw_history	0.3	1	6
actor_critic	raw_history	0.3	1	7
actor_critic	raw_history	0.3	1	8
actor_critic	raw_history	0.3	1	9
actor_critic	signature	3	0.01	0
actor_critic	signature	3	0.01	1
actor_critic	signature	3	0.01	2
actor_critic	signature	3	0.01	3
actor_critic	signature	3	0.01	4
actor_critic	signature	3	0.01	5
actor_critic	signature	3	0.01	6
actor_critic	signature	3	0.01	7
actor_critic	signature	3	0.01	8
actor_critic	signature	3	0.01	9
oracle	markovian	na	na	0
