value_gradient	markovian	na	0.3	0
value_gradient	markovian	na	0.3	1
value_gradient	markovian	na	0.3	2
value_gradient	markovian	na	0.3	3
value_gradient	markovian	na	0.3	4
value_gradient	raw_history	na	0.1	0
value_gradient	raw_history	na	0.1	1
value_gradient	raw_history	na	0.1	2
value_gradient	raw_history	na	0.1	3
value_gradient	raw_history	na	0.1	4
value_gradient	signature	na	0.03	0
value_gradient	signature	na	0.03	1
value_gradient	signature	na	0.03	2
value_gradient	signature	na	0.03	3
value_gradient	signature	na	0.03	4
policy_gradient	markovian	3	na	0
policy_gradient	markovian	3	na	1
policy_gradient	markovian	3	na	2
policy_gradient	markovian	3	na	3
policy_gradient	markovian	3	na	4
policy_gradient	raw_history	0.3	na	0
policy_gradient	raw_history	0.3	na	1
policy_gradient	raw_history	0.3	na	2
policy_gradient	raw_history	0.3	na	3
policy_gradient	raw_history	0.3	na	4
policy_gradient	signature	1	na	0
policy_gradient	signature	1	na	1
policy_gradient	signature	1	na	2
policy_gradient	signature	1	na	3
policy_gradient	signature	1	na	4
actor_critic	markovian	30	1	0
actor_critic	markovian	30	1	1
actor_critic	markovian	30	1	2
actor_critic	markovian	30	1	3
actor_critic	markovian	30	1	4
actor_critic	raw_history	0.3	0.1	0
actor_critic	raw_history	0.3	0.1	1
actor_critic	raw_history	0.3	0.1	2
actor_critic	raw_history	0.3	0.1	3
actor_critic	raw_history	0.3	0.1	4
actor_critic	signature	3	1	0
actor_critic	signature	3	1	1
actor_critic	signature	3	1	2
actor_critic	signature	3	1	3
actor_critic	signature	3	1	4
oracle	markovian	na	na	0
