value_gradient	markovian	na	0.03	40
value_gradient	markovian	na	0.03	41
value_gradient	markovian	na	0.03	42
value_gradient	markovian	na	0.1	40
value_gradient	markovian	na	0.1	41
value_gradient	markovian	na	0.1	42
value_gradient	markovian	na	0.3	40
value_gradient	markovian	na	0.3	41
value_gradient	markovian	na	0.3	42
value_gradient	markovian	na	1	40
value_gradient	markovian	na	1	41
value_gradient	markovian	na	1	42
value_gradient	raw_history	na	0.03	40
value_gradient	raw_history	na	0.03	41
value_gradient	raw_history	na	0.03	42
value_gradient	raw_history	na	0.1	40
value_gradient	raw_history	na	0.1	41
value_gradient	raw_history	na	0.1	42
value_gradient	raw_history	na	0.3	40
value_gradient	raw_history	na	0.3	41
value_gradient	raw_history	na	0.3	42
value_gradient	raw_history	na	1	40
value_gradient	raw_history	na	1	41
value_gradient	raw_history	na	1	42
value_gradient	signature	na	0.03	40
value_gradient	signature	na	0.03	41
value_gradient	signature	na	0.03	42
value_gradient	signature	na	0.1	40
value_gradient	signature	na	0.1	41
value_gradient	signature	na	0.1	42
value_gradient	signature	na	0.3	40
value_gradient	signature	na	0.3	41
value_gradient	signature	na	0.3	42
value_gradient	signature	na	1	40
value_gradient	signature	na	1	41
value_gradient	signature	na	1	42
policy_gradient	markovian	0.01	na	40
policy_gradient	markovian	0.01	na	41
policy_gradient	markovian	0.01	na	42
policy_gradient	markovian	0.1	na	40
policy_gradient	markovian	0.1	na	41
policy_gradient	markovian	0.1	na	42
policy_gradient	markovian	1	na	40
policy_gradient	markovian	1	na	41
policy_gradient	markovian	1	na	42
policy_gradient	markovian	10	na	40
policy_gradient	markovian	10	na	41
policy_gradient	markovian	10	na	42
policy_gradient	raw_history	0.01	na	40
policy_gradient	raw_history	0.01	na	41
policy_gradient	raw_history	0.01	na	42
policy_gradient	raw_history	0.1	na	40
policy_gradient	raw_history	0.1	na	41
policy_gradient	raw_history	0.1	na	42
policy_gradient	raw_history	1	na	40
policy_gradient	raw_history	1	na	41
policy_gradient	raw_history	1	na	42
policy_gradient	raw_history	10	na	40
policy_gradient	raw_history	10	na	41
policy_gradient	raw_history	10	na	42
policy_gradient	signature	0.01	na	40
policy_gradient	signature	0.01	na	41
policy_gradient	signature	0.01	na	42
policy_gradient	signature	0.1	na	40
policy_gradient	signature	0.1	na	41
policy_gradient	signature	0.1	na	42
policy_gradient	signature	1	na	40
policy_gradient	signature	1	na	41
policy_gradient	signature	1	na	42
policy_gradient	signature	10	na	40
policy_gradient	signature	10	na	41
policy_gradient	signature	10	na	42
actor_critic	markovian	0.3	0.01	40
actor_critic	markovian	0.3	0.01	41
actor_critic	markovian	0.3	0.01	42
actor_critic	markovian	0.3	1	40
actor_critic	markovian	0.3	1	41
actor_critic	markovian	0.3	1	42
actor_critic	markovian	3	0.01	40
actor_critic	markovian	3	0.01	41
actor_critic	markovian	3	0.01	42
actor_critic	markovian	3	1	40
actor_critic	markovian	3	1	41
actor_critic	markovian	3	1	42
actor_critic	markovian	30	0.01	40
actor_critic	markovian	30	0.01	41
actor_critic	markovian	30	0.01	42
actor_critic	markovian	30	1	40
actor_critic	markovian	30	1	41
actor_critic	markovian	30	1	42
actor_critic	raw_history	0.3	0.01	40
actor_critic	raw_history	0.3	0.01	41
actor_critic	raw_history	0.3	0.01	42
actor_critic	raw_history	0.3	1	40
actor_critic	raw_history	0.3	1	41
actor_critic	raw_history	0.3	1	42
actor_critic	raw_history	3	0.01	40
actor_critic	raw_history	3	0.01	41
actor_critic	raw_history	3	0.01	42
actor_critic	raw_history	3	1	40
actor_critic	raw_history	3	1	41
actor_critic	raw_history	3	1	42
actor_critic	raw_history	30	0.01	40
actor_critic	raw_history	30	0.01	41
actor_critic	raw_history	30	0.01	42
actor_critic	raw_history	30	1	40
actor_critic	raw_history	30	1	41
actor_critic	raw_history	30	1	42
actor_critic	signature	0.3	0.01	40
actor_critic	signature	0.3	0.01	41
actor_critic	signature	0.3	0.01	42
actor_critic	signature	0.3	1	40
actor_critic	signature	0.3	1	41
actor_critic	signature	0.3	1	42
actor_critic	signature	3	0.01	40
actor_critic	signature	3	0.01	41
actor_critic	signature	3	0.01	42
actor_critic	signature	3	1	40
actor_critic	signature	3	1	41
actor_critic	signature	3	1	42
actor_critic	signature	30	0.01	40
actor_critic	signature	30	0.01	41
actor_critic	signature	30	0.01	42
actor_critic	signature	30	1	40
actor_critic	signature	30	1	41
actor_critic	signature	30	1	42
oracle	markovian	na	na	40
